question,answer_expected,ground_truth,doc_file,department
Sinh viên nước ngoài có phải thi tiếng anh đầu ra không?,"Không, quy định này không áp dụng cho học viên, sinh viên là người nước ngoài đang học tập tại Học viện Kỹ thuật mật mã. Do đó, sinh viên nước ngoài không thuộc đối tượng phải thi tiếng Anh đầu ra theo quy định này.","1. Văn bản này quy định về trình độ tiếng Anh của học viên, sinh viên (yêu cầu về chuẩn tiếng Anh theo trình độ và chuẩn tiếng Anh đầu ra); công tác tổ chức thi, đánh giá và phân loại trình độ tiếng Anh; công tác tổ chức giảng dạy các học phần tiếng Anh; điều kiện được miễn học các học phần tiếng Anh và điều kiện được miễn thi chuẩn tiếng Anh đầu ra.
2. Quy định này áp dụng cho học viên, sinh viên đào tạo đại học và không thuộc các chương trình đào tạo đặc biệt (kỹ sư tài năng, kỹ sư chất lượng cao, chương trình tiên tiến) của Học viện Kỹ thuật mật mã.
3. Quy định này không áp dụng cho học viên, sinh viên là người nước ngoài đang học tập tại Học viện Kỹ thuật mật mã.","07. Về việc ban hành Quy định chuẩn năng lực tiếng Anh  cho học viên, sinh viên hệ đào tạo đại học tại Học viện Kỹ thuật mật mã_converted.md",phongkhaothi
Chuẩn tiếng Anh theo từng trình độ được hiểu là gì?,"Chuẩn tiếng Anh theo từng trình độ (kết thúc mỗi học phần trong chương 
trình đào tạo): năng lực tiếng Anh tối thiểu mà người học đã có và đã hoàn thành 
thi kết thúc học phần (tiếng Anh) trong chương trình đào tạo.","1. Người học: học viên, sinh viên (HVSV) của các chương trình đào tạo trình độ
2. đại học.
2. Chuẩn tiếng Anh đầu ra: năng lực Tiếng Anh tối thiểu mà người học cần có trước khi xét công nhận tốt nghiệp.
3. Chuẩn tiếng Anh theo từng trình độ (kết thúc mỗi học phần trong chương trình đào tạo): năng lực tiếng Anh tối thiểu mà người học đã có và đã hoàn thành thi kết thúc học phần (tiếng Anh) trong chương trình đào tạo.","07. Về việc ban hành Quy định chuẩn năng lực tiếng Anh  cho học viên, sinh viên hệ đào tạo đại học tại Học viện Kỹ thuật mật mã_converted.md",phongkhaothi
"Chuẩn TOEIC tối thiểu để hoàn thành học phần Tiếng Anh 1, Tiếng Anh 2, và Tiếng Anh 3 là bao nhiêu điểm?","Chuẩn TOEIC tối thiểu để hoàn thành các học phần Tiếng Anh 1, Tiếng Anh 2 và Tiếng Anh 3 như sau:
Tiếng Anh 1: 300 điểm
Tiếng Anh 2: 350 điểm
Tiếng Anh 3: 450 điểm","| Trình độ                                         | Số tín chỉ tích lũy                              |   Điểm TOEIC tối thiểu |
|--------------------------------------------------|--------------------------------------------------|------------------------|
| Tiếng Anh 1                                      | 3                                                |                    300 |
| Tiếng Anh 2                                      | 3                                                |                    350 |
| Tiếng Anh 3                                      | 4                                                |                    450 |
| Trước khi nhận đề tài đồ án/khóa luận tốt nghiệp | Trước khi nhận đề tài đồ án/khóa luận tốt nghiệp |                    450 |
| Chuẩn tiếng Anh đầu ra                           | Chuẩn tiếng Anh đầu ra                           |                    500 |","07. Về việc ban hành Quy định chuẩn năng lực tiếng Anh  cho học viên, sinh viên hệ đào tạo đại học tại Học viện Kỹ thuật mật mã_converted.md",phongkhaothi
Yêu cầu điểm TOEIC tối thiểu trước khi nhận đề tài đồ án/khóa luận tốt nghiệp là bao nhiêu?,Điểm TOEIC tối thiểu yêu cầu trước khi nhận đề tài đồ án/khóa luận tốt nghiệp là 450.,"| Trình độ                                         | Số tín chỉ tích lũy                              |   Điểm TOEIC tối thiểu |
|--------------------------------------------------|--------------------------------------------------|------------------------|
| Tiếng Anh 1                                      | 3                                                |                    300 |
| Tiếng Anh 2                                      | 3                                                |                    350 |
| Tiếng Anh 3                                      | 4                                                |                    450 |
| Trước khi nhận đề tài đồ án/khóa luận tốt nghiệp | Trước khi nhận đề tài đồ án/khóa luận tốt nghiệp |                    450 |
| Chuẩn tiếng Anh đầu ra                           | Chuẩn tiếng Anh đầu ra                           |                    500 |","07. Về việc ban hành Quy định chuẩn năng lực tiếng Anh  cho học viên, sinh viên hệ đào tạo đại học tại Học viện Kỹ thuật mật mã_converted.md",phongkhaothi
Chuẩn tiếng Anh đầu ra tối thiểu là bao nhiêu điểm TOEIC?,"Chuẩn tiếng Anh đầu ra tối thiểu phụ thuộc vào khóa tuyển sinh:
Đối với các khóa tuyển sinh từ năm 2025: Chuẩn tiếng Anh đầu ra là 500 điểm TOEIC.
Đối với các khóa tuyển sinh từ năm 2024 trở về trước: Chuẩn tiếng Anh đầu ra tối thiểu là 450 điểm TOEIC.","| Trình độ                                         | Số tín chỉ tích lũy                              |   Điểm TOEIC tối thiểu |
|--------------------------------------------------|--------------------------------------------------|------------------------|
| Tiếng Anh 1                                      | 3                                                |                    300 |
| Tiếng Anh 2                                      | 3                                                |                    350 |
| Tiếng Anh 3                                      | 4                                                |                    450 |
| Trước khi nhận đề tài đồ án/khóa luận tốt nghiệp | Trước khi nhận đề tài đồ án/khóa luận tốt nghiệp |                    450 |
| Chuẩn tiếng Anh đầu ra                           | Chuẩn tiếng Anh đầu ra                           |                    500 |","07. Về việc ban hành Quy định chuẩn năng lực tiếng Anh  cho học viên, sinh viên hệ đào tạo đại học tại Học viện Kỹ thuật mật mã_converted.md",phongkhaothi
Các chứng chỉ tiếng Anh quốc tế nào được coi là hợp lệ (tổ chức cấp)?,"Chứng chỉ tiếng Anh quốc tế được coi là hợp lệ nếu được cấp bởi một 
trong các trung tâm đại diện cho các tổ chức: ETS (đối với TOEIC và TOEFL), 
British Council, IDP (đối với IELTS), và Cambridge English. Các trường hợp 
khác theo quy định hiện hành của Bộ Giáo dục và Đào tạo.","1. Chứng chỉ tiếng Anh quốc tế được coi là hợp lệ nếu được cấp bởi một trong các trung tâm đại diện cho các tổ chức: ETS (đối với TOEIC và TOEFL), British  Council,  IDP  (đối  với  IELTS),  và  Cambridge  English.  Các  trường  hợp khác theo quy định hiện hành của Bộ Giáo dục và Đào tạo.
2.  Chứng  chỉ  tiếng  Anh  theo  khung  năng  lực  ngoại  ngữ  6  bậc  dành  cho người Việt Nam (VSTEP) được Học viện công nhận nếu được cấp bởi một trong những cơ sở đào tạo nằm trong danh mục được Bộ GDĐT cấp phép.
3. Học viên, sinh viên có chứng chỉ tiếng Anh quốc gia, quốc tế còn hiệu lực tại thời điểm xử lý học tập tại học kỳ cuối cùng và đạt điểm quy đổi từ TOEIC 500 trở lên được xét công nhận đạt chuẩn tiếng Anh theo trình độ hoặc chuẩn tiếng Anh đầu ra.","07. Về việc ban hành Quy định chuẩn năng lực tiếng Anh  cho học viên, sinh viên hệ đào tạo đại học tại Học viện Kỹ thuật mật mã_converted.md",phongkhaothi
Chứng chỉ VSTEP có được công nhận để xét tiếng anh đầu ra không?,"Chứng chỉ tiếng Anh theo khung năng lực ngoại ngữ 6 bậc dành cho 
người Việt Nam (VSTEP) được Học viện công nhận nếu được cấp bởi một trong 
những cơ sở đào tạo nằm trong danh mục được Bộ GDĐT cấp phép.
Học viên, sinh viên có chứng chỉ tiếng Anh quốc gia, quốc tế còn hiệu lực 
tại thời điểm xử lý học tập tại học kỳ cuối cùng và đạt điểm quy đổi từ TOEIC 
500 trở lên được xét công nhận đạt chuẩn tiếng Anh theo trình độ hoặc chuẩn tiếng Anh đầu ra.","1. Chứng chỉ tiếng Anh quốc tế được coi là hợp lệ nếu được cấp bởi một trong các trung tâm đại diện cho các tổ chức: ETS (đối với TOEIC và TOEFL), British  Council,  IDP  (đối  với  IELTS),  và  Cambridge  English.  Các  trường  hợp khác theo quy định hiện hành của Bộ Giáo dục và Đào tạo.
2.  Chứng  chỉ  tiếng  Anh  theo  khung  năng  lực  ngoại  ngữ  6  bậc  dành  cho người Việt Nam (VSTEP) được Học viện công nhận nếu được cấp bởi một trong những cơ sở đào tạo nằm trong danh mục được Bộ GDĐT cấp phép.
3. Học viên, sinh viên có chứng chỉ tiếng Anh quốc gia, quốc tế còn hiệu lực tại thời điểm xử lý học tập tại học kỳ cuối cùng và đạt điểm quy đổi từ TOEIC 500 trở lên được xét công nhận đạt chuẩn tiếng Anh theo trình độ hoặc chuẩn tiếng Anh đầu ra.","07. Về việc ban hành Quy định chuẩn năng lực tiếng Anh  cho học viên, sinh viên hệ đào tạo đại học tại Học viện Kỹ thuật mật mã_converted.md",phongkhaothi
Sinh viên được miễn học phần tiếng anh có phải đóng học phí học phần đó không?,"Người học được miễn học học phần tiếng Anh nào sẽ không phải đóng 
học phí các học phần đã được miễn.","1. HVSV có chứng chỉ tiếng Anh quốc gia, quốc tế trước thời điểm đăng ký học phần tiếng Anh với số điểm theo quy định và còn thời hạn sẽ được miễn học học phần tiếng Anh 1, 2, 3. Nếu được miễn học, điểm quy đổi (điểm hệ 10) sẽ được công nhận và ghi vào bảng điểm học kỳ của HVSV như các học phần khác như trong Bảng 3.;
2.  HVSV trong diện  miễn học, diện đổi điểm các học phần tiếng Anh có quyền đăng ký học và thi để lấy điểm cao hơn so với mức điểm được quy đổi;
3. Người học được miễn học học phần tiếng Anh nào sẽ không phải đóng học phí các học phần đã được miễn.","07. Về việc ban hành Quy định chuẩn năng lực tiếng Anh  cho học viên, sinh viên hệ đào tạo đại học tại Học viện Kỹ thuật mật mã_converted.md",phongkhaothi
Quy trình xét miễn học và chuyển điểm quy đổi các học phần tiếng Anh bao gồm những bước nào?,"Quy trình xét miễn học và chuyển điểm quy đổi các học phần tiếng Anh được tiến hành theo trình tự như sau:
a) Học viện nhận đơn xét miễn học và chuyển điểm quy đổi các học phần 
tiếng Anh một lần vào tuần lễ trước khi đăng kí học của mỗi học kỳ và sẽ không 
giải quyết đơn gửi sau thời hạn nêu trên trong suốt khoá học của người học;
b) Người học phải có đơn đề nghị miễn học và chuyển điểm quy đổi học 
phần tiếng Anh, ghi rõ nguyện vọng và nộp đơn kèm bản minh chứng trình độ 
tiếng Anh. 
c) Phòng đào tạo tổng hợp đơn và minh chứng của người học, lập thành 
danh sách được xét miễn học;
d) Phòng Đào tạo căn cứ vào đơn đề nghị của HVSV và Bảng quy đổi (Bảng 
3.) để lập danh sách HVSV đủ điều kiện miễn học và chuyển điểm quy đổi tương 
đương cho học phần tiếng Anh được miễn, đổi. Điểm sau khi được quy đổi sẽ gửi 
về phòng Khảo thí và Đảm bảo chất lượng đào tạo để cập nhật lên hệ thống Quản 
lý điểm cho người học;
đ) HVSV phải tham khảo bảng quy đổi điểm để quyết định học phần nào 
muốn đề nghị miễn học và đổi điểm. Sau khi đã hoàn tất các thủ tục xét miễn học 
và đổi điểm, Học viện sẽ không nhận đơn xin đăng ký học lại các học phần tiếng Anh để cải thiện điểm. HVSV lưu ý theo dõi bảng điểm học kỳ của mình để đảm 
bảo điểm đã được cập nhật chính xác","4. Quy trình xét miễn học và chuyển điểm quy đổi các học phần tiếng Anh được tiến hành theo trình tự như sau:
- a) Học viện nhận đơn xét miễn học và chuyển điểm quy đổi các học phần tiếng Anh một lần vào tuần lễ trước khi đăng kí học của mỗi học kỳ và sẽ không giải quyết đơn gửi sau thời hạn nêu trên trong suốt khoá học của người học;
- b) Người học phải có đơn đề nghị miễn học và chuyển điểm quy đổi học phần tiếng Anh, ghi rõ nguyện vọng và nộp đơn kèm bản minh chứng trình độ tiếng Anh.
- c)  Phòng  đào  tạo  tổng  hợp  đơn  và  minh  chứng  của  người  học,  lập  thành danh sách được xét miễn học;
- d) Phòng Đào tạo căn cứ vào đơn đề nghị của HVSV và Bảng quy đổi ( Bảng 3. ) để lập danh sách HVSV đủ điều kiện miễn học và chuyển điểm quy đổi tương đương cho học phần tiếng Anh được miễn, đổi. Điểm sau khi được quy đổi sẽ gửi về phòng Khảo thí và Đảm bảo chất lượng đào tạo để cập nhật lên hệ thống Quản lý điểm cho người học;
6. đ) HVSV phải tham khảo bảng quy đổi điểm để quyết định học phần nào muốn đề nghị miễn học và đổi điểm. Sau khi đã hoàn tất các thủ tục xét miễn học và đổi điểm, Học viện sẽ không nhận đơn xin đăng ký học lại các học phần tiếng

Anh để cải thiện điểm. HVSV lưu ý theo dõi bảng điểm học kỳ của mình để đảm bảo điểm đã được cập nhật chính xác","07. Về việc ban hành Quy định chuẩn năng lực tiếng Anh  cho học viên, sinh viên hệ đào tạo đại học tại Học viện Kỹ thuật mật mã_converted.md",phongkhaothi
"Hình thức đào tạo ""vừa làm vừa học"" chỉ được áp dụng cho chương trình đào tạo thạc sĩ theo định hướng nào?","Hình thức đào tạo ""vừa làm vừa học"" chỉ được áp dụng cho chương trình định hướng ứng dụng.",theo quy định đối với hình thức đào tạo vừa làm vừa học theo khoản 3 Điều 29 của Quy định này.,02.Ban hành Quy chế đào tạo trình độ đại học của Học viện Kỹ thuật mật mã.md,phongdaotao
Quy định về thời gian đào tạo theo kế hoạch chuẩn toàn khóa của hình thức vừa làm vừa học so với hình thức chính quy phải thỏa mãn điều kiện gì về tỷ lệ tối thiểu?,Thời gian theo kế hoạch học tập chuẩn toàn khóa đối với hình thức đào tạo vừa làm vừa học phải dài hơn ít nhất 20% so với hình thức đào tạo chính quy của cùng chương trình đào tạo.,Thời gian kế hoạch học tập chuẩn toàn khóa phải đảm bảo đa số sinh viên hoàn thành chương trình đào tạo.,02.Ban hành Quy chế đào tạo trình độ đại học của Học viện Kỹ thuật mật mã.md,phongdaotao
Số tín chỉ tối đa mà học viên có thể được công nhận và chuyển đổi khi đã học một chương trình thạc sĩ khác là bao nhiêu tín chỉ?,Số tín chỉ được công nhận và chuyển đổi không vượt quá 30 tín chỉ.,## Điều 20. Công nhận kết quả học tập và chuyển đổi tín chỉ,02.Ban hành Quy chế đào tạo trình độ đại học của Học viện Kỹ thuật mật mã.md,phongdaotao
"Để được học trước một số học phần thạc sĩ, sinh viên đại học cần có học lực xếp loại tối thiểu là gì? Và số tín chỉ được công nhận tối đa trong trường hợp này là bao nhiêu?",Sinh viên cần có học lực tính theo điểm trung bình tích lũy xếp loại khá trở lên. Số tín chỉ được công nhận không vượt quá 15 tín chỉ.,"Sinh viên được xếp loại học lực tính theo điểm trung bình học kỳ khi xếp loại  kỳ  học,  điểm  trung  bình  năm  học  khi  xếp  loại  năm  học,  điểm  trung  bình",02.Ban hành Quy chế đào tạo trình độ đại học của Học viện Kỹ thuật mật mã.md,phongdaotao
Chương trình đào tạo thạc sĩ phải được xây dựng theo những định hướng nào và phải đáp ứng yêu cầu của văn bản pháp lý quốc gia nào?,"Chương trình đào tạo phải được xây dựng theo định hướng nghiên cứu hoặc định hướng ứng dụng , và phải đáp ứng yêu cầu của Khung trình độ quốc gia Việt Nam.",8. Bộ tiêu chuẩn đánh giá chất lượng giáo dục: là mức độ yêu cầu và điều kiện mà CSGD hoặc chương trình đào tạo phải đáp ứng để được công nhận đạt tiêu chuẩn chất lượng giáo dục.,03.Ban hành Quy định về hoạt động đảm bảo chất lượng giáo dục  tại Học viện Kỹ thuật mật mã.md,phongkhaothi
"Theo Khoản 2 Điều 2, chương trình đào tạo thạc sĩ có được cấp thêm văn bằng giáo dục đại học khác không, và theo Khoản 4 Điều 2, yêu cầu ngoại ngữ đầu vào và đầu ra đối với mỗi người học phải như thế nào?",Chương trình đào tạo không cấp thêm một văn bằng giáo dục đại học khác. Yêu cầu ngoại ngữ đầu vào và ngoại ngữ đầu ra đối với mỗi người học phải cùng một ngôn ngữ,đào tạo các trình độ của giáo dục đại học;,02. Hoạt động đảm bảo chất lượng giáo dục tại HVKTMM.md,thongtinhvktmm
Số tín chỉ tối đa mà người học được công nhận và chuyển đổi khi đã học một chương trình thạc sĩ khác hoặc đã tốt nghiệp chương trình chuyên sâu đặc thù là bao nhiêu tín chỉ?,Số tín chỉ được công nhận và chuyển đổi không vượt quá 30 tín chỉ.,## Điều 20. Công nhận kết quả học tập và chuyển đổi tín chỉ,02.Ban hành Quy chế đào tạo trình độ đại học của Học viện Kỹ thuật mật mã.md,phongdaotao
"Để được đăng ký học trước một số học phần thạc sĩ, sinh viên đang học chương trình đại học cần có học lực tính theo điểm trung bình tích lũy xếp loại tối thiểu là gì, và số tín chỉ được công nhận tối đa trong trường hợp này là bao nhiêu?",Sinh viên cần có học lực tính theo điểm trung bình tích lũy xếp loại khá trở lên. Số tín chỉ được công nhận không vượt quá 15 tín chỉ.,"Sinh viên được xếp loại học lực tính theo điểm trung bình học kỳ khi xếp loại  kỳ  học,  điểm  trung  bình  năm  học  khi  xếp  loại  năm  học,  điểm  trung  bình",02.Ban hành Quy chế đào tạo trình độ đại học của Học viện Kỹ thuật mật mã.md,phongdaotao
Một học phần được xét công nhận và chuyển đổi tín chỉ phải có điểm đánh giá đạt từ mức nào trở lên?,Điểm đánh giá đạt từ điểm C (hoặc quy đổi tương đương) trở lên.,6. Hồ sơ thanh lý đối với nhiệm vụ được đánh giá đạt trở lên gồm:,01.Quy chế Hoạt động KHCN.md,viennghiencuuvahoptacphattrien
"Yêu cầu về năng lực ngoại ngữ tối thiểu đối với người dự tuyển là gì, và theo Khung năng lực ngoại ngữ nào?",Ứng viên phải có năng lực ngoại ngữ từ Bậc 3 trở lên theo Khung năng lực ngoại ngữ 6 bậc dùng cho Việt Nam.,Bậc trình độ dựa trên Khung năng lực Tiếng Anh 6 bậc của Việt Nam có trong Phụ lục I của quy định này.,"07. Về việc ban hành Quy định chuẩn năng lực tiếng Anh  cho học viên, sinh viên hệ đào tạo đại học tại Học viện Kỹ thuật mật mã_converted.md",phongkhaothi
"Công dân nước ngoài đăng ký theo học các chương trình đào tạo thạc sĩ bằng tiếng Việt phải đạt trình độ tiếng Việt tối thiểu nào, theo Khung năng lực nào?",Công dân nước ngoài phải đạt trình độ tiếng Việt từ Bậc 4 trở lên theo Khung năng lực tiếng Việt dùng cho người nước ngoài.,Bậc trình độ dựa trên Khung năng lực Tiếng Anh 6 bậc của Việt Nam có trong Phụ lục I của quy định này.,"07. Về việc ban hành Quy định chuẩn năng lực tiếng Anh  cho học viên, sinh viên hệ đào tạo đại học tại Học viện Kỹ thuật mật mã_converted.md",phongkhaothi
"Đối với chương trình đào tạo được dạy và học bằng tiếng nước ngoài, ứng viên cần có chứng chỉ ngoại ngữ đạt trình độ tương đương Bậc 4 trở lên còn hiệu lực tính đến ngày nào?",Ứng viên cần có văn bằng hoặc chứng chỉ đạt trình độ tương đương Bậc 4 trở lên còn hiệu lực tính đến ngày đăng ký dự tuyển.,"- [1]: Cần học toàn bộ các học phần;
- [2]: Đạt trình độ Bậc 1.2 trở lên tương đương;
- [3]: Đạt trình độ Bậc 2.1 trở lên tương đương;
- [4]: Đạt trình độ Bậc 2.2 trở lên hoặc tương đương;
- [5]: Đạt trình độ Bậc 2.3 trở lên tương đương;
- [6]: Đạt trình độ Bậc 3.1 trở lên hoặc tương đương;
- M: Miễn học; H: bắt buộc học.","07. Về việc ban hành Quy định chuẩn năng lực tiếng Anh  cho học viên, sinh viên hệ đào tạo đại học tại Học viện Kỹ thuật mật mã_converted.md",phongkhaothi
"Việc tuyển sinh thạc sĩ được tổ chức bao nhiêu lần trong năm, và ai là người quyết định thời gian tổ chức?",Việc tuyển sinh được tổ chức một hoặc nhiều lần trong năm do cơ sở đào tạo quyết định.,## TỔ CHỨC ĐÀO TẠO,02.Ban hành Quy chế đào tạo trình độ đại học của Học viện Kỹ thuật mật mã.md,phongdaotao
"Cơ sở đào tạo có thể tổ chức tuyển sinh thạc sĩ trực tuyến không, và điều kiện để làm được điều này là gì?",Cơ sở đào tạo được tổ chức tuyển sinh trực tuyến khi đáp ứng những điều kiện bảo đảm chất lượng để kết quả đánh giá tin cậy và công bằng như đối với tuyển sinh trực tiếp.,"6. Học viện chỉ tổ chức đào tạo chương trình thứ hai cho sinh viên khi đáp ứng các yêu cầu bảo đảm chất lượng về chỉ tiêu tuyển sinh, năng lực đào tạo;
7. Quy trình, thủ tục, điều kiện đăng ký học và cấp bằng tốt nghiệp chương trình thứ hai được thực hiện như đối với việc đăng ký học và cấp bằng tốt nghiệp chương trình thứ nhất.",02.Ban hành Quy chế đào tạo trình độ đại học của Học viện Kỹ thuật mật mã.md,phongdaotao
"Hoạt động thực hành, thực tập, nghiên cứu ở ngoài trụ sở chính được phép chiếm tối đa bao nhiêu phần trăm (%) khối lượng chương trình đào tạo thạc sĩ?",Các hoạt động này không được vượt quá 20% khối lượng chương trình đào tạo.,a. Có khối lượng của các học phần phải học lại hoặc thi lại vượt quá 5% so với tổng số tín chỉ quy định cho toàn Chương trình đào tạo;,01.Quy chế đào tạo đại học chính quy theo hệ thống tín chỉ.md,phongdaotao
Về tổ chức đào tạo thạc sĩ Khối lượng học tập các lớp học trực tuyến được tổ chức có giới hạn tối đa là bao nhiêu phần trăm (%) tổng khối lượng của chương trình đào tạo?,Khối lượng học tập không được vượt quá $30\%$ tổng khối lượng của chương trình đào tạo.,a. Có khối lượng của các học phần phải học lại hoặc thi lại vượt quá 5% so với tổng số tín chỉ quy định cho toàn Chương trình đào tạo;,01.Quy chế đào tạo đại học chính quy theo hệ thống tín chỉ.md,phongdaotao
"Về tổ chức đào tạo thạc sĩ Hình thức đánh giá trực tuyến có thể đóng góp tối đa bao nhiêu phần trăm (%) trọng số điểm học phần, và có áp dụng đối với luận văn/học phần tốt nghiệp không?","Hình thức đánh giá trực tuyến đóng góp không quá 50% trọng số điểm học phần, trừ luận văn và học phần tốt nghiệp.","## Điều 40. Chấm đồ án, đề án, luận văn tốt nghiệp trực tuyến",00.Quy định về công tác khảo thí 2025 (1).md,phongkhaothi
"Hướng dẫn Luận văn trong chương trình đào tạo thạc sĩ Học viên theo học chương trình định hướng nghiên cứu phải thực hiện đề tài nghiên cứu có khối lượng tín chỉ là bao nhiêu, và thời gian thực hiện luận văn tối thiểu là bao lâu?",Đề tài nghiên cứu phải có khối lượng từ 12 đến 15 tín chỉ. Học viên thực hiện luận văn trong thời gian ít nhất 06 tháng.,c) Việc gia hạn thời gian thực hiện nhiệm vụ phải trước thời hạn kết thúc hợp đồng ít nhất 01 tháng và chỉ được thực hiện 01 lần không quá 06 tháng.,01.Quy chế Hoạt động KHCN.md,viennghiencuuvahoptacphattrien
Nêu hai trong ba yêu cầu mà luận văn (báo cáo khoa học) cần đáp ứng liên quan đến đóng góp khoa học và đạo đức học thuật.,"Luận văn cần: a) Có đóng góp về lý luận, học thuật hoặc phát triển công nghệ, đổi mới sáng tạo ; và b) Tuân thủ quy định của cơ sở đào tạo về liêm chính học thuật và các quy định hiện hành của pháp luật về sở hữu trí tuệ.","- Quản lý các hoạt động đổi mới sáng tạo, sở hữu trí tuệ.",01.Quy chế Hoạt động KHCN.md,viennghiencuuvahoptacphattrien
"Hướng dẫn Luận văn trong chương trình đào tạo thạc sĩ  Tiêu chuẩn bắt buộc về trình độ chuyên môn của người hướng dẫn luận văn là gì, và họ cần có kết quả nghiên cứu khoa học liên quan đến đề tài trong thời gian bao lâu tính đến thời điểm được giao hướng dẫn?",Người hướng dẫn phải có trình độ tiến sĩ chuyên môn phù hợp với ngành đào tạo và đề tài luận văn. Họ cần có kết quả nghiên cứu khoa học liên quan đến đề tài luận văn trong thời gian 05 năm tính đến thời điểm được giao hướng dẫn,"a) Vào khoảng thời gian nửa cuối tháng 8 hàng năm, Học viện phát hành thông báo gửi đến các cơ quan, đơn vị trong Học viện đề xuất, đăng ký các đề tài hướng dẫn học viên, sinh viên nghiên cứu khoa học; học viên, sinh viên có thể gửi đăng ký đề tài, trong trường hợp này học viên, sinh viên phải liên hệ với cán bộ, hướng dẫn có chuyên môn phù hợp với lĩnh vực đăng ký để được hướng dẫn.",01.Quy chế Hoạt động KHCN.md,viennghiencuuvahoptacphattrien
"về Hướng dẫn Luận văn trong chương trình đào tạo thạc sĩ Tại một thời điểm, một người hướng dẫn độc lập được hướng dẫn tối đa bao nhiêu học viên (bao gồm cả học viên làm học phần tốt nghiệp chương trình định hướng ứng dụng)?",Một người hướng dẫn độc lập không quá 05 học viên (tính cả số học viên thực hiện học phần tốt nghiệp của chương trình định hướng ứng dụng).,Tối đa không quá 3 sinh viên cùng thực hiện một đồ án tốt nghiệp.,02.Ban hành Quy chế đào tạo trình độ đại học của Học viện Kỹ thuật mật mã.md,phongdaotao
"về đánh giá Luận văn trong chương trình đào tạo thạc sĩ Hội đồng đánh giá luận văn phải có tối thiểu bao nhiêu thành viên, và có những thành phần bắt buộc nào?","Hội đồng có ít nhất 05 thành viên , bao gồm chủ tịch, thư ký, 02 ủy viên phản biện và các ủy viên khác.","- Các đơn vị chủ trì đề tài tổ chức Hội đồng đánh giá, nghiệm thu cấp cơ sở. Hội đồng gồm 05 thành viên trong đó có Chủ tịch, 02 Ủy viên phản biện và các Ủy viên khác.",01.Quy chế Hoạt động KHCN.md,viennghiencuuvahoptacphattrien
về đánh giá Luận văn trong chương trình đào tạo thạc sĩ Luận văn được xếp loại đạt khi điểm đánh giá (trung bình cộng điểm chấm của các thành viên hội đồng) đạt từ mức nào trở lên?,"Luận văn được xếp loại đạt khi lớn hơn hoặc bằng 5,5 điểm 9(theo thang điểm 10 10).","1. Đối tượng thực hiện luận văn, đề án tốt nghiệp thạc sĩ; việc tổ chức thực hiện, đánh giá kết quả thực hiện luận văn, đề án tốt nghiệp thạc sĩ thực hiện theo Điều 19, 20 Quy chế 407.
2. Kết quả thực hiện luận văn, đề án tốt nghiệp thạc sĩ được coi là đạt nếu điểm trung bình lớn hơn hoặc bằng 5,5, trong đó không có điểm thành phần nào dưới 5,0 theo thang điểm 10 (không bao gồm điểm thưởng, điểm khuyến khích nếu có).",00.Quy định về công tác khảo thí 2025 (1).md,phongkhaothi
"về đánh giá Luận văn trong chương trình đào tạo thạc sĩ Nếu luận văn không đạt yêu cầu, học viên được chỉnh sửa và đánh giá lần thứ hai trong thời hạn bao lâu tính từ ngày họp hội đồng lần thứ nhất?",Học viên được đánh giá lần thứ hai trong thời hạn 03 tháng tính từ ngày họp hội đồng đánh giá lần thứ nhất12.,"b) Thiếu trách nhiệm trong hoạt động nhận xét, đánh giá, nghiệm thu sẽ không được mời tham gia Hội đồng trong thời hạn 03 năm.",01.Quy chế Hoạt động KHCN.md,viennghiencuuvahoptacphattrien
"về thẩm định Luận văn trong chương trình đào tạo thạc sĩ Hội đồng thẩm định luận văn có thành phần và tiêu chuẩn như thế nào, và có giới hạn nào đối với các thành viên hội đồng đánh giá luận văn trước đó không?","Hội đồng thẩm định luận văn có thành phần, tiêu chuẩn như hội đồng đánh giá luận văn. Các thành viên hội đồng đánh giá luận văn không tham gia hội đồng thẩm định.",- Những trường hợp không được tham gia Hội đồng:,01.Quy chế Hoạt động KHCN.md,viennghiencuuvahoptacphattrien
"Học viên theo học chương trình định hướng ứng dụng phải thực hiện học phần tốt nghiệp có khối lượng bao nhiêu tín chỉ, dưới những hình thức nào, và thời gian thực hiện đề án tối thiểu là bao lâu?","Học phần tốt nghiệp có khối lượng từ 6 đến 9 tín chỉ dưới hình thức đề án, đồ án hoặc dự án. Học viên thực hiện đề án trong thời gian ít nhất 03 tháng.",Tối đa không quá 3 sinh viên cùng thực hiện một đồ án tốt nghiệp.,02.Ban hành Quy chế đào tạo trình độ đại học của Học viện Kỹ thuật mật mã.md,phongdaotao
"Hội đồng đánh giá đề án phải có tối thiểu bao nhiêu thành viên, và cần có những thành phần bắt buộc nào phải có mặt để buổi bảo vệ được tổ chức?","Hội đồng đánh giá có ít nhất 03 thành viên, bao gồm chủ tịch, thư ký và ủy viên phản biện. Buổi bảo vệ chỉ tổ chức khi có mặt chủ tịch, thư ký và ủy viên phản biện.","- Các đơn vị chủ trì đề tài tổ chức Hội đồng đánh giá, nghiệm thu cấp cơ sở. Hội đồng gồm 05 thành viên trong đó có Chủ tịch, 02 Ủy viên phản biện và các Ủy viên khác.",01.Quy chế Hoạt động KHCN.md,viennghiencuuvahoptacphattrien
